storeID, salesPredicition
34248.0,6150
16272.0,6110
29112.0,5870
8.0,7894
32536.0,6482
12848.0,8422
11992.0,7920
17984.0,5731
6000.0,5835
19696.0,6106
18840.0,5787
37672.0,8996
1720.0,8895
9425.0,0
23121.0,6069
7713.0,4865
22265.0,5796
23977.0,6236
13705.0,6720
24833.0,6418
5145.0,5467
35105.0,6032
3433.0,0
30825.0,4949
10281.0,5824
34249.0,0
28257.0,0
33393.0,0
11137.0,6097
15417.0,0
865.0,6431
35961.0,6201
25689.0,6684
27401.0,0
4289.0,5836
39385.0,0
38529.0,7050
20553.0,4988
36817.0,6380
2577.0,7159
29969.0,5174
32537.0,4939
37673.0,6648
19697.0,4861
14561.0,7106
21409.0,0
12849.0,6442
40241.0,5769
18841.0,4973
31681.0,4816
16273.0,5804
26545.0,7078
29113.0,5427
17985.0,5199
8569.0,4991
11993.0,6265
1721.0,6661
6857.0,4994
6001.0,5220
17129.0,5453
9.0,6263
23122.0,6098
39386.0,0
35106.0,6232
13706.0,7196
24834.0,6718
36818.0,6871
8570.0,5356
3434.0,0
4290.0,4626
27402.0,0
26546.0,7513
19698.0,4986
5146.0,4529
40242.0,4610
2578.0,7590
29970.0,4560
33394.0,0
30826.0,4743
15418.0,0
25690.0,7089
28258.0,4584
38530.0,7701
9426.0,0
32538.0,5409
6002.0,4610
31682.0,5116
37674.0,7275
35962.0,6533
21410.0,0
34250.0,4597
22266.0,4571
17130.0,4462
29114.0,4482
866.0,6785
16274.0,4558
7714.0,5062
14562.0,7483
10282.0,4639
18842.0,4726
17986.0,4542
6858.0,4797
1722.0,7164
11138.0,6176
23978.0,6398
20554.0,5277
10.0,6458
11994.0,6477
12850.0,6809
3435.0,0
8571.0,6206
33395.0,0
32539.0,6300
5147.0,5106
30827.0,5583
2579.0,8444
25691.0,8135
19699.0,5939
7715.0,5848
22267.0,5199
35107.0,6997
16275.0,5191
867.0,7642
23123.0,6996
9427.0,0
28259.0,5207
10283.0,5247
29115.0,5072
4291.0,5239
21411.0,0
34251.0,5214
11139.0,6903
17131.0,5062
36819.0,7753
26547.0,8550
18843.0,5582
13707.0,8045
39387.0,0
37675.0,8146
11995.0,7262
6003.0,5191
14563.0,8365
23979.0,7353
40243.0,5222
20555.0,6298
35963.0,7361
29971.0,5260
15419.0,0
6859.0,5489
38531.0,8566
12851.0,7653
27403.0,0
17987.0,5261
24835.0,7742
11.0,7258
1723.0,8034
31683.0,5941
8572.0,6492
22268.0,5108
23124.0,7246
33396.0,0
40244.0,5100
3436.0,0
7716.0,6078
13708.0,8784
5148.0,5136
28260.0,5106
2580.0,9113
29972.0,5246
9428.0,0
20556.0,6445
36820.0,8205
35964.0,7705
23980.0,7711
15420.0,0
6860.0,5664
32540.0,6432
19700.0,6036
39388.0,0
35108.0,7236
10284.0,5140
29116.0,5093
16276.0,5109
12.0,7602
21412.0,0
4292.0,5142
11140.0,7299
17132.0,5097
12852.0,8277
26548.0,9220
868.0,8102
30828.0,5606
27404.0,0
24836.0,8210
31684.0,6020
6004.0,5301
34252.0,5103
14564.0,9227
18844.0,5622
37676.0,8711
38532.0,9215
17988.0,5263
1724.0,8606
11996.0,7776
25692.0,8715
21413.0,0
24837.0,8037
3437.0,0
9429.0,0
23981.0,7539
35109.0,7240
39389.0,0
4293.0,5146
7717.0,5930
34253.0,5106
15421.0,0
22269.0,5111
28261.0,5109
26549.0,9049
13709.0,8611
36821.0,8213
23125.0,7095
16277.0,5112
29117.0,5093
40245.0,5103
14565.0,9055
35965.0,7712
11141.0,7148
17133.0,5097
8573.0,6343
32541.0,6436
5149.0,5136
30829.0,5460
20557.0,6299
37677.0,8720
10285.0,5143
11997.0,7602
25693.0,8542
12853.0,8105
29973.0,5131
2581.0,9123
19701.0,5888
27405.0,0
6861.0,5515
38533.0,9226
33397.0,0
13.0,7609
1725.0,8615
869.0,8110
31685.0,6023
17989.0,5146
6005.0,5182
18845.0,5477
5150.0,5579
3438.0,0
13710.0,8244
39390.0,0
35110.0,6909
2582.0,8694
23982.0,7272
8574.0,6282
36822.0,7726
23126.0,6914
26550.0,8629
30830.0,5652
14566.0,8628
29974.0,5500
21414.0,0
4294.0,5687
11142.0,6959
22270.0,5647
28262.0,0
32542.0,6232
19702.0,5920
38534.0,8629
24838.0,7724
10286.0,5690
29118.0,5547
1726.0,8067
20558.0,6237
16278.0,5643
40246.0,5656
34254.0,5653
25694.0,8178
15422.0,0
12854.0,7790
14.0,7161
18846.0,5661
870.0,7612
9430.0,0
33398.0,0
6006.0,5538
37678.0,8179
11998.0,7336
6862.0,5696
35966.0,7274
7718.0,5963
17134.0,5541
27406.0,0
31686.0,5913
17990.0,5505
3439.0,0
16279.0,6453
23127.0,8474
13711.0,9899
30831.0,6618
22271.0,6459
20559.0,7120
35111.0,8490
34255.0,6455
39391.0,0
23983.0,8907
28263.0,6457
15423.0,0
29975.0,6481
5151.0,6515
36823.0,9359
10287.0,6509
26551.0,10247
871.0,9229
11999.0,9013
1727.0,9675
4295.0,6512
35967.0,8922
2583.0,10127
8575.0,7225
11143.0,8581
18847.0,6608
19703.0,6785
38535.0,10262
24839.0,9343
29119.0,6460
27407.0,0
17991.0,6471
17135.0,6457
40247.0,6453
14567.0,10232
25695.0,9794
33399.0,0
15.0,8795
12855.0,9448
32543.0,7137
21415.0,0
6863.0,6689
9431.0,0
7719.0,6871
6007.0,6546
37679.0,9810
31687.0,6796
29976.0,4942
10288.0,5375
3440.0,0
8576.0,5667
15424.0,0
17136.0,5070
872.0,7348
5152.0,5094
35112.0,6518
28264.0,0
32544.0,5612
17992.0,4947
20560.0,5638
23128.0,6536
29120.0,5065
21416.0,0
2584.0,8425
22272.0,5350
11144.0,6576
6864.0,4986
26552.0,8359
36824.0,7427
24840.0,7437
27408.0,0
33400.0,0
39392.0,0
40248.0,5341
4296.0,5376
31688.0,5245
35968.0,6954
23984.0,6966
12856.0,7498
9432.0,0
16.0,6877
38536.0,8352
34256.0,5346
14568.0,8369
7720.0,5294
25696.0,7909
30832.0,4943
37680.0,7906
1728.0,7822
18848.0,4971
6008.0,4975
19704.0,5274
13712.0,7978
12000.0,7022
16280.0,5351
3441.0,0
15425.0,0
33401.0,0
10289.0,4750
22273.0,4701
28265.0,4709
23129.0,6360
9433.0,0
30833.0,4953
34257.0,4717
8577.0,5576
11145.0,6416
27409.0,0
19705.0,5308
35113.0,6363
24841.0,7110
36825.0,7118
39393.0,0
29121.0,4586
14569.0,7867
21417.0,0
2585.0,7777
4297.0,4741
35969.0,6732
26553.0,7875
23985.0,6724
32545.0,5668
5153.0,4609
29977.0,4662
38537.0,7883
7721.0,5217
13713.0,7560
37681.0,7502
16281.0,4693
20561.0,5666
40249.0,4726
17137.0,4577
31689.0,5311
6865.0,4863
12857.0,7176
25697.0,7494
17.0,6626
1729.0,7394
18849.0,4954
6009.0,4622
17993.0,4665
12001.0,6789
873.0,7010
22274.0,4941
33402.0,0
2586.0,8488
23130.0,6853
28266.0,4949
35114.0,7002
35970.0,7409
8578.0,6211
9434.0,0
10290.0,4988
15426.0,0
24842.0,7671
29978.0,5082
7722.0,5852
39394.0,0
14570.0,8417
37682.0,8230
23986.0,7223
4298.0,4980
30834.0,5438
26554.0,8431
3442.0,0
12858.0,7741
13714.0,8131
29122.0,4903
27410.0,0
18850.0,5438
40250.0,4964
16282.0,4933
21418.0,0
34258.0,4956
18.0,7284
11146.0,6908
17138.0,4893
36826.0,7841
874.0,7730
38538.0,8605
25698.0,8060
31690.0,5946
5154.0,4937
20562.0,6156
32546.0,6305
6866.0,5491
17994.0,5084
19706.0,5797
12002.0,7293
1730.0,8120
6010.0,5130
4299.0,6676
24843.0,8937
29123.0,6611
34259.0,6617
3443.0,0
35115.0,8344
13715.0,9476
8579.0,7040
10291.0,6674
25699.0,9371
35971.0,8729
23131.0,8183
21419.0,0
36827.0,9153
30835.0,6630
15427.0,0
7723.0,6791
27411.0,0
875.0,9027
38539.0,10017
2587.0,9890
16283.0,6606
20563.0,6950
37683.0,9581
22275.0,6613
11147.0,8275
28267.0,6619
32547.0,7103
17139.0,6601
19707.0,6725
9435.0,0
33403.0,0
40251.0,6615
14571.0,9785
31691.0,6843
17995.0,6589
12003.0,8622
23987.0,8513
12859.0,9044
5155.0,6669
6011.0,6650
26555.0,9803
18851.0,6628
1731.0,9460
39395.0,0
29979.0,6592
19.0,8604
6867.0,6693
34260.0,5693
3444.0,0
40252.0,5720
23132.0,7740
9436.0,0
5156.0,5808
14572.0,9693
22276.0,5643
11148.0,7865
19708.0,6560
33404.0,0
10292.0,5741
13716.0,9398
2588.0,9850
25700.0,9250
37684.0,9491
8580.0,7100
31692.0,6756
15428.0,0
35116.0,7938
36828.0,8963
32548.0,7174
18852.0,6172
38540.0,10000
7724.0,6683
29980.0,5975
21420.0,0
20564.0,6975
1732.0,9330
4300.0,5714
20.0,8257
35972.0,8421
28268.0,5667
17140.0,5709
24844.0,8719
16284.0,5618
27412.0,0
17996.0,5918
26556.0,9765
6868.0,6295
12860.0,8865
30836.0,6232
876.0,8797
39396.0,0
29124.0,5755
6012.0,6034
23988.0,8180
12004.0,8326
2589.0,9531
9437.0,0
33405.0,0
14573.0,9468
5157.0,5856
3445.0,0
35117.0,7706
23133.0,7531
4301.0,5934
8581.0,6735
34261.0,5898
21421.0,0
28269.0,5895
15429.0,0
30837.0,5876
20565.0,6682
7725.0,6245
39397.0,0
10293.0,5937
36829.0,8722
29125.0,5813
16285.0,5890
877.0,8617
31693.0,6349
22277.0,5893
17141.0,5811
35973.0,8216
26557.0,9463
38541.0,9622
18853.0,5887
13717.0,9079
24845.0,8545
40253.0,5901
6013.0,5852
1733.0,9083
11149.0,7594
25701.0,9015
32549.0,6847
23989.0,8039
17997.0,5811
19709.0,6207
29981.0,5808
27413.0,0
12005.0,8104
6869.0,5924
12861.0,8614
21.0,8111
37685.0,9175
21422.0,0
34262.0,5885
9438.0,0
40254.0,5913
16286.0,5808
4302.0,5905
2590.0,10185
7726.0,6951
30838.0,6488
15430.0,0
23134.0,8020
31694.0,7024
20566.0,7243
39398.0,0
14574.0,10028
3446.0,0
5158.0,6030
1734.0,9672
17142.0,5920
29982.0,6196
35118.0,8258
18854.0,6438
13718.0,9740
38542.0,10334
28270.0,5858
10294.0,5932
29126.0,5973
878.0,9145
26558.0,10100
32550.0,7441
22278.0,5833
8582.0,7368
17998.0,6138
24846.0,9067
33406.0,0
6014.0,6254
23990.0,8544
35974.0,8782
6870.0,6552
37686.0,9832
12006.0,8690
22.0,8620
19710.0,6829
25702.0,9592
27414.0,0
11150.0,8166
12862.0,9214
36830.0,9307
2591.0,8656
28271.0,5192
14575.0,8602
40255.0,5197
17143.0,5276
21423.0,0
3447.0,0
22279.0,5189
12007.0,7575
1735.0,8298
29983.0,5560
24847.0,8033
23991.0,7670
35975.0,7670
6015.0,5472
20567.0,6608
5159.0,5249
35119.0,7307
37687.0,8392
38543.0,8751
879.0,7937
6871.0,5811
16287.0,5185
27415.0,0
15431.0,0
26559.0,8750
12863.0,7937
29127.0,5280
13719.0,8298
33407.0,0
39399.0,0
17999.0,5560
23135.0,7307
34263.0,5196
25703.0,8392
30839.0,5903
8583.0,6512
36831.0,8033
32551.0,6607
31695.0,6251
10295.0,5229
18855.0,5904
9439.0,0
4303.0,5227
19711.0,6251
23.0,7575
11151.0,7212
7727.0,6160
15432.0,0
28272.0,0
20568.0,5942
3448.0,0
1736.0,8095
17144.0,4731
27416.0,0
33408.0,0
22280.0,4757
40256.0,4751
12864.0,7772
13720.0,8272
9440.0,0
11152.0,6777
8584.0,5988
29128.0,4726
2592.0,8779
880.0,7595
38544.0,8701
6872.0,5164
35976.0,7199
34264.0,0
39400.0,0
10296.0,4789
23136.0,6727
7728.0,5580
25704.0,8203
23992.0,7203
14576.0,8711
4304.0,4792
5160.0,4769
30840.0,5110
18000.0,4801
37688.0,8199
21424.0,0
35120.0,6715
24.0,7095
36832.0,7699
24848.0,7703
31696.0,5521
16288.0,4757
12008.0,7271
26560.0,8706
19712.0,5534
18856.0,5126
29984.0,4777
6016.0,4832
32552.0,5929
20569.0,5944
29129.0,5105
881.0,7584
28273.0,5175
10297.0,5230
27417.0,0
39401.0,0
23137.0,6782
21425.0,0
22281.0,5162
2593.0,8458
8585.0,6021
23993.0,7133
33409.0,0
5161.0,5151
19713.0,5646
24849.0,7508
9441.0,0
35121.0,6936
13721.0,8056
40257.0,5200
29985.0,5183
14577.0,8349
34265.0,5187
16289.0,5149
15433.0,0
35977.0,7287
26561.0,8380
30841.0,5383
36833.0,7700
17145.0,5085
7729.0,5723
4305.0,5217
25705.0,7945
1737.0,8022
31697.0,5779
11153.0,6872
25.0,7200
18857.0,5364
38545.0,8570
3449.0,0
6017.0,5233
18001.0,5165
6873.0,5437
37689.0,8138
32553.0,6077
12009.0,7224
12865.0,7618
28274.0,5096
27418.0,0
33410.0,0
2594.0,8448
1738.0,8054
16290.0,5084
7730.0,5919
8586.0,6274
4306.0,5128
9442.0,0
35122.0,7071
29130.0,5058
23138.0,6927
10298.0,5134
21426.0,0
34266.0,5102
36834.0,7790
31698.0,6014
18002.0,5188
13722.0,8055
14578.0,8384
26.0,7338
24850.0,7643
3450.0,0
15434.0,0
39402.0,0
882.0,7698
29986.0,5184
22282.0,5090
25706.0,7999
6874.0,5565
5162.0,5093
23994.0,7284
30842.0,5513
6018.0,5231
12866.0,7698
17146.0,5052
38546.0,8553
11154.0,6978
12010.0,7338
26562.0,8385
40258.0,5108
18858.0,5519
32554.0,6369
35978.0,7431
19714.0,5874
20570.0,6228
37690.0,8147
8587.0,7792
27419.0,0
22283.0,6959
35123.0,9068
40259.0,6952
34267.0,6955
7731.0,7458
2595.0,10900
39403.0,0
19715.0,7367
4307.0,7013
15435.0,0
14579.0,10797
21427.0,0
23139.0,9053
33411.0,0
11155.0,9159
17147.0,6981
1739.0,10245
10299.0,7011
38547.0,10827
20571.0,7682
35979.0,9500
31699.0,7379
29987.0,7000
23995.0,9485
13723.0,10466
30843.0,7149
9443.0,0
28275.0,0
29131.0,6984
6019.0,7071
883.0,9806
3451.0,0
16291.0,6957
32555.0,7703
6875.0,7223
25707.0,10360
26563.0,10812
18859.0,7139
36835.0,9935
5163.0,7041
12011.0,9591
12867.0,10025
18003.0,6992
37691.0,10376
27.0,9373
24851.0,9920
27420.0,0
34268.0,4760
9444.0,0
23140.0,6088
7732.0,5054
14580.0,7402
33412.0,0
21428.0,0
8588.0,5346
28276.0,4748
40260.0,4773
3452.0,0
13724.0,7128
2596.0,7512
19716.0,4979
35124.0,6221
12012.0,6465
4308.0,4790
1740.0,7103
20572.0,5270
5164.0,4666
15436.0,0
26564.0,7435
32556.0,5399
17148.0,4596
884.0,6752
29132.0,4623
36836.0,6840
29988.0,4624
35980.0,6519
22284.0,4733
23996.0,6383
11156.0,6168
38548.0,7629
39404.0,0
6876.0,4821
28.0,6443
6020.0,4674
37692.0,7191
10300.0,4803
16292.0,4716
12868.0,6777
18860.0,4750
30844.0,4767
24852.0,6685
25708.0,7035
18004.0,4606
31700.0,5107
2597.0,7311
21429.0,0
13725.0,6979
20573.0,4933
40261.0,4145
35125.0,5975
33413.0,0
9445.0,0
10301.0,4180
8589.0,5021
34269.0,4139
27421.0,0
3453.0,0
22285.0,4128
28277.0,4133
23141.0,5821
1741.0,6951
7733.0,4763
24853.0,6519
36837.0,6678
15437.0,0
885.0,6589
14581.0,7213
4309.0,4174
29133.0,4220
11157.0,5925
5165.0,4261
30845.0,4502
26565.0,7240
19717.0,4688
38549.0,7397
39405.0,0
17149.0,4208
6021.0,4353
12013.0,6251
23997.0,6155
35981.0,6314
16293.0,4123
12869.0,6616
18861.0,4484
25709.0,6881
6877.0,4554
32557.0,5070
31701.0,4801
37693.0,7038
29989.0,4305
29.0,6223
18005.0,4290
14582.0,5897
7734.0,4078
5166.0,4387
40262.0,4544
27422.0,0
35126.0,4942
28278.0,4562
10302.0,4593
3454.0,0
1742.0,5605
39406.0,0
19718.0,4064
23142.0,4986
15438.0,0
29134.0,4345
21430.0,0
2598.0,5944
33414.0,0
22286.0,4571
8590.0,3997
34270.0,4553
26566.0,5863
38550.0,5946
13726.0,5571
30846.0,4114
24854.0,5264
9446.0,0
12014.0,5118
20574.0,3983
4310.0,4601
29990.0,4232
31702.0,3974
23998.0,5096
11158.0,5000
6878.0,4163
35982.0,5090
30.0,5157
886.0,5336
17150.0,4383
36838.0,5285
32558.0,3916
16294.0,4580
12870.0,5301
25710.0,5532
18862.0,4149
18006.0,4267
6022.0,4275
37694.0,5575
33415.0,0
14583.0,9483
40263.0,6474
21431.0,0
23143.0,7613
7735.0,6321
15439.0,0
39407.0,0
4311.0,6510
9447.0,0
10303.0,6510
887.0,8501
22287.0,6473
29991.0,6066
3455.0,0
2599.0,9548
26567.0,9480
38551.0,9478
24855.0,8583
13727.0,9081
29135.0,6215
20575.0,6678
36839.0,8583
28279.0,0
23999.0,8101
8591.0,6729
34271.0,6474
17151.0,6215
32559.0,6664
31.0,8011
5167.0,6251
25711.0,9017
1743.0,8934
27423.0,0
11159.0,7684
19719.0,6284
6879.0,6116
31703.0,6265
37695.0,9016
16295.0,6473
35983.0,8107
12871.0,8648
35127.0,7614
18007.0,6067
18863.0,6086
12015.0,8178
30847.0,6071
6023.0,6107
13728.0,9796
21432.0,0
5168.0,7742
27424.0,0
23144.0,8778
14584.0,10188
22288.0,7905
3456.0,0
24856.0,9395
8592.0,7431
19720.0,7251
39408.0,0
888.0,9478
38552.0,10240
10304.0,7935
1744.0,9834
7736.0,7270
29136.0,7691
11160.0,8832
34272.0,7885
28280.0,7897
2600.0,10248
15440.0,0
35984.0,9107
17152.0,7708
40264.0,7873
33416.0,0
35128.0,8806
29992.0,7460
24000.0,9076
4312.0,7947
16296.0,7913
25712.0,9750
30848.0,7256
37696.0,9800
26568.0,10158
32.0,9161
20576.0,7405
36840.0,9439
9448.0,0
31704.0,7191
6024.0,7512
12872.0,9444
12016.0,9128
32560.0,7416
6880.0,7310
18864.0,7292
18008.0,7480
33417.0,0
3457.0,0
17153.0,4978
22289.0,5156
13729.0,7860
15441.0,0
35129.0,6678
38553.0,8376
1745.0,7865
23145.0,6527
40265.0,5154
20577.0,5739
8593.0,5778
21433.0,0
26569.0,8224
19721.0,5381
5169.0,5013
30849.0,5041
7737.0,5418
39409.0,0
10305.0,5184
889.0,7440
12017.0,7009
4313.0,5185
2601.0,8288
25713.0,7802
28281.0,5156
12873.0,7435
32561.0,5865
33.0,7015
18865.0,5056
24857.0,7377
9449.0,0
27425.0,0
29137.0,4980
34273.0,5156
29993.0,4894
14585.0,8227
6025.0,4928
16297.0,5152
18009.0,4894
11161.0,6584
35985.0,7103
6881.0,5088
24001.0,6952
36841.0,7528
31705.0,5503
37697.0,7953
20578.0,6444
22290.0,5221
23146.0,7141
10306.0,5262
19722.0,6095
38554.0,8586
28282.0,5227
40266.0,5235
29138.0,5211
2602.0,8492
18866.0,5746
7738.0,6002
5170.0,5203
30850.0,5746
1746.0,8132
29994.0,5407
39410.0,0
27426.0,0
14586.0,8586
34274.0,5234
36842.0,7865
21434.0,0
34.0,7407
35986.0,7502
3458.0,0
26570.0,8586
24858.0,7865
890.0,7769
8594.0,6352
9450.0,0
6026.0,5343
4314.0,5259
37698.0,8227
18010.0,5407
32562.0,6444
11162.0,7197
35130.0,7142
33418.0,0
13730.0,8281
12018.0,7556
25714.0,8227
16298.0,5214
31706.0,6094
24002.0,7502
6882.0,5657
17154.0,5208
15442.0,0
12874.0,7919
29995.0,4556
27427.0,0
26571.0,7594
23147.0,6105
13731.0,7274
29139.0,4461
1747.0,7084
10307.0,4664
17155.0,4441
30851.0,4749
22291.0,4598
2603.0,7672
28283.0,0
12019.0,6499
35987.0,6432
32563.0,5308
5171.0,4508
3459.0,0
33419.0,0
9451.0,0
891.0,6694
34275.0,4622
6883.0,4803
40267.0,4634
14587.0,7561
19723.0,5001
36843.0,6780
24003.0,6410
11163.0,6183
35131.0,6123
38555.0,7629
15443.0,0
7739.0,5075
21435.0,0
8595.0,5366
18867.0,4732
12875.0,6847
16299.0,4586
35.0,6350
25715.0,7165
20579.0,5291
24859.0,6757
39411.0,0
6027.0,4606
4315.0,4651
31707.0,5017
18011.0,4538
37699.0,7195
29996.0,5216
38556.0,8631
10308.0,5000
892.0,7695
39412.0,0
24860.0,7788
27428.0,0
8596.0,5967
2604.0,8515
28284.0,4952
3460.0,0
35132.0,7017
35988.0,7404
15444.0,0
17156.0,5019
11164.0,6956
33420.0,0
40268.0,4965
22292.0,4946
23148.0,6982
24004.0,7382
16300.0,4939
26572.0,8609
18868.0,5408
19724.0,5675
9452.0,0
13732.0,8125
34276.0,4958
29140.0,5079
21436.0,0
20580.0,5983
32564.0,6018
12876.0,7717
25716.0,8198
6884.0,5408
31708.0,5702
30852.0,5431
5172.0,5088
7740.0,5657
37700.0,8219
14588.0,8416
36844.0,7810
6028.0,5202
18012.0,5131
12020.0,7321
36.0,7293
4316.0,4994
1748.0,8104
33421.0,0
7741.0,5017
22293.0,4478
27429.0,0
11165.0,6134
8597.0,5310
893.0,6736
3461.0,0
35133.0,6186
9453.0,0
2605.0,7540
10309.0,4544
14589.0,7437
24005.0,6465
16301.0,4465
26573.0,7621
32565.0,5362
23149.0,6168
13733.0,7136
39413.0,0
24861.0,6796
29141.0,4425
20581.0,5345
40269.0,4515
34277.0,4502
4317.0,4532
25717.0,7189
12877.0,6758
6885.0,4747
28285.0,4490
5173.0,4430
38557.0,7651
15445.0,0
17157.0,4365
30853.0,4780
12021.0,6430
1749.0,7107
21437.0,0
6029.0,4538
31709.0,5070
18013.0,4473
37701.0,7217
18869.0,4765
36845.0,6817
19725.0,5055
37.0,6412
35989.0,6483
29997.0,4565
32566.0,7476
2606.0,9489
7742.0,7177
17158.0,6139
23150.0,8150
34278.0,5794
16302.0,5783
21438.0,0
8598.0,7527
3462.0,0
9454.0,0
15446.0,0
19726.0,7124
